"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","","","","168.133"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","","","","176.176"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","","","","181.739"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","","","","182.327"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","","","","200.779"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","","","","165.991"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","","","","192.659"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","","","","184.613"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","","","","192.687"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","","","","172.701"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","","","","212.986"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","","","","178.665"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","","","","172.778"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","E","Estimate","","139.608"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","E","Estimate","","126.438"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","E","Estimate","","139.221"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","E","Estimate","","141.387"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","E","Estimate","","123.445"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","E","Estimate","","135.93"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","E","Estimate","","127.705"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","E","Estimate","","115.584"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","E","Estimate","","133.132"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","E","Estimate","","137.935"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","E","Estimate","","101.031"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","E","Estimate","","141.678"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","E","Estimate","","139.212"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","E","Estimate","","132.223"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","E","Estimate","","136.625"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","E","Estimate","","108.72"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","E","Estimate","","122.512"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","E","Estimate","","135.367"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","E","Estimate","","150.268"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","E","Estimate","","128.779"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","E","Estimate","","127.622"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","E","Estimate","","129.419"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","E","Estimate","","137.689"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","E","Estimate","","144.257"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","E","Estimate","","140.363"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","E","Estimate","","120.574"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","E","Estimate","","142.007"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","E","Estimate","","136.46"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","417","KGZ","Kyrgyz Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","E","Estimate","","440.416"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","417","KGZ","Kyrgyz Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","E","Estimate","","333.205"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","417","KGZ","Kyrgyz Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","E","Estimate","","418.384"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","417","KGZ","Kyrgyz Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","E","Estimate","","377.754"
